"","P","Y","A","G"
"1302",5,5,1,0
"1303",2,4,1,2
"1304",2,3,1,1
"1305",5,5,2,0
"1306",2,4,2,2
"1307",3,4,2,1
"1308",4,3,2,-1
"1310",2,4,2,2
"1311",3,3,2,0
"1312",5,5,2,0
"1314",3,5,1,2
"1315",5,5,1,0
"1316",4,4,1,0
"1317",2,5,1,3
"1318",2,3,1,1
"1319",4,4,1,0
"1320",3,5,1,2
"1321",5,5,1,0
"1322",2,3,2,1
"1323",3,3,2,0
"1324",3,5,2,2
"1326",4,4,2,0
"1327",3,5,2,2
"1328",3,4,2,1
"1329",4,3,2,-1
"1330",2,4,2,2
"1331",4,5,2,1
"1332",4,5,2,1
"1333",3,2,1,-1
"1334",2,4,1,2
"1335",4,5,1,1
"1336",1,2,1,1
"1338",5,5,1,0
"1339",2,3,1,1
"1340",5,4,1,-1
"1341",2,3,2,1
"1342",5,5,2,0
"1343",4,5,2,1
"1344",1,2,2,1
"1345",3,4,2,1
"1346",3,4,2,1
"1347",4,5,2,1
"1348",3,5,2,2
"1349",2,3,2,1
"1350",2,1,2,-1
"1351",2,2,2,0
"1352",2,3,2,1
"1353",5,5,2,0
"1354",5,3,2,-2
"1355",3,2,2,-1
"1356",1,3,2,2
"1357",5,5,1,0
"1358",2,2,1,0
"1359",3,4,1,1
"1360",5,4,1,-1
"1361",2,3,1,1
"1362",1,2,1,1
"1363",3,5,1,2
"1364",3,4,1,1
"1365",5,5,1,0
"1366",4,3,1,-1
"1367",1,3,2,2
"1368",3,4,2,1
"1369",3,2,2,-1
"1370",3,4,2,1
"1371",2,2,2,0
"1372",4,4,2,0
"1373",2,3,1,1
"1374",5,4,1,-1
"1375",5,3,1,-2
"1376",2,5,1,3
"1378",3,4,1,1
"1379",4,4,1,0
"1380",2,2,1,0
"1381",4,4,1,0
"1382",4,4,1,0
"1383",2,3,2,1
"1384",4,5,2,1
"1385",3,5,2,2
"1386",3,5,2,2
"1387",3,3,2,0
"1388",3,5,1,2
"1389",4,3,1,-1
"1390",3,3,1,0
"1391",2,2,1,0
"1392",2,3,1,1
"1393",3,5,1,2
"1394",4,3,1,-1
"1395",3,4,1,1
"1396",3,5,1,2
"1397",2,2,2,0
"1398",2,5,2,3
"1399",3,4,2,1
"1400",4,4,2,0
"1401",5,5,2,0
"1403",1,3,2,2
"1404",3,5,1,2
"1405",4,3,1,-1
"1406",1,2,1,1
"1407",4,5,1,1
"1408",2,4,1,2
"1409",2,4,1,2
"1410",2,5,2,3
"1411",2,3,2,1
"1412",3,5,2,2
"1413",3,4,2,1
"1414",4,5,2,1
"1415",3,4,2,1
"1416",2,3,2,1
"1417",2,3,2,1
"1418",3,4,1,1
"1419",5,5,1,0
"1420",4,3,1,-1
"1421",2,3,1,1
"1422",2,3,1,1
"1423",2,2,1,0
"1424",4,5,1,1
"1425",2,1,1,-1
"1426",3,3,1,0
"1427",3,3,1,0
"1428",2,2,1,0
"1429",1,2,2,1
"1430",2,3,2,1
"1431",4,4,2,0
"1432",3,5,2,2
"1433",1,3,2,2
"1434",4,5,2,1
"1435",1,3,1,2
"1436",2,1,1,-1
"1437",3,4,2,1
"1438",5,5,1,0
"1439",2,3,1,1
"1440",4,5,1,1
"1441",1,3,1,2
"1442",2,3,1,1
"1443",2,4,1,2
"1444",3,4,1,1
"1445",3,5,1,2
"1446",5,4,1,-1
"1447",5,5,1,0
"1448",4,5,1,1
"1449",1,4,1,3
"1450",3,3,2,0
"1451",2,2,2,0
"1452",2,4,2,2
"1453",2,1,2,-1
"1454",4,2,2,-2
"1455",2,2,2,0
"1456",5,4,1,-1
"1457",3,5,1,2
"1458",4,5,1,1
"1459",5,5,1,0
"1460",3,4,1,1
"1461",5,5,1,0
"1462",1,1,1,0
"1463",3,3,1,0
"1464",5,5,1,0
"1465",3,5,2,2
"1466",4,4,2,0
"1467",2,3,2,1
"1468",5,5,2,0
"1469",3,4,2,1
"1470",3,3,2,0
"1471",3,5,2,2
"1472",2,3,2,1
"1473",5,5,2,0
"1474",3,4,2,1
"1475",1,2,2,1
"1476",5,5,1,0
"1477",1,5,1,4
"1478",3,4,1,1
"1479",2,4,1,2
"1480",3,2,1,-1
"1481",4,4,1,0
"1482",3,4,2,1
"1483",4,4,2,0
"1484",2,3,2,1
"1485",1,4,2,3
"1486",2,4,2,2
"1487",2,4,2,2
"1488",3,3,2,0
"1489",3,5,2,2
"1490",5,5,2,0
"1491",3,1,2,-2
"1492",1,3,1,2
"1493",4,4,2,0
"1494",3,3,2,0
"1495",4,4,2,0
"1496",2,2,1,0
"1497",2,3,1,1
"1498",2,3,1,1
"1499",3,4,2,1
"1500",5,5,1,0
"1501",3,3,2,0
"1502",2,1,1,-1
"1503",1,3,1,2
"1504",2,3,2,1
"1505",4,4,2,0
"1506",2,1,2,-1
"1508",3,4,2,1
"1509",3,2,1,-1
"1510",5,5,2,0
"1511",3,4,2,1
"1512",4,4,2,0
"1513",1,2,1,1
"1514",1,3,2,2
"1515",3,5,2,2
"1516",2,3,2,1
"1517",4,4,2,0
"1518",3,4,2,1
"1519",2,3,2,1
"1520",2,3,2,1
"1524",4,4,1,0
"1525",1,5,1,4
"1526",3,1,1,-2
"1527",2,4,1,2
"1528",3,5,2,2
"1529",2,4,2,2
"1530",3,3,2,0
"1531",2,2,1,0
"1532",2,4,1,2
"1534",3,2,1,-1
"1535",3,2,1,-1
"1536",1,1,1,0
"1537",4,4,1,0
"1538",3,3,1,0
"1539",5,4,2,-1
"1540",4,4,1,0
"1541",2,3,1,1
"1542",3,4,1,1
"1543",2,1,1,-1
"1544",2,4,1,2
"1545",4,5,1,1
"1546",2,3,1,1
"1547",4,3,2,-1
"1548",4,3,1,-1
"1549",5,5,1,0
"1550",4,5,1,1
"1551",5,5,1,0
"1552",3,2,2,-1
"1553",3,4,1,1
"1554",4,4,1,0
"1555",4,5,1,1
"1557",5,4,2,-1
"1558",3,4,2,1
"1559",2,2,2,0
"1560",2,3,1,1
"1561",3,5,1,2
"1562",4,5,2,1
"1563",5,5,2,0
"1564",3,3,2,0
"1565",3,4,1,1
"1566",1,3,1,2
"1567",2,3,1,1
"1568",2,4,1,2
"1569",3,3,1,0
"1570",3,4,2,1
"1571",2,3,2,1
"1573",4,4,1,0
"1574",2,5,1,3
"1575",2,4,1,2
"1576",3,3,2,0
"1577",2,3,2,1
"1578",2,2,2,0
"1579",2,2,2,0
"1580",5,5,2,0
"1581",4,4,2,0
"1582",4,5,2,1
"1583",3,3,2,0
"1584",1,2,2,1
"1585",5,5,2,0
"1587",5,5,2,0
"1588",4,4,1,0
"1589",5,5,1,0
"1592",5,4,1,-1
"1593",3,4,2,1
"1594",5,4,2,-1
"1595",4,5,2,1
"1596",5,5,2,0
"1597",3,3,2,0
"1598",5,5,2,0
"1600",4,4,2,0
"1601",2,3,2,1
"1602",5,5,1,0
"1603",4,5,1,1
"1604",4,2,1,-2
"1605",2,5,1,3
"1606",4,4,1,0
"1607",5,5,2,0
"1608",3,3,2,0
"1609",5,4,2,-1
"1610",4,4,2,0
"1611",5,5,2,0
"1612",5,3,2,-2
"1613",5,4,2,-1
"1614",3,3,1,0
"1615",4,4,1,0
"1616",2,3,1,1
"1617",5,4,1,-1
"1618",5,5,1,0
"1619",4,4,1,0
"1622",4,4,1,0
"1623",3,5,1,2
"1624",5,4,2,-1
"1625",5,5,2,0
"1626",5,5,2,0
"1627",5,4,2,-1
"1628",4,5,2,1
"1629",5,5,2,0
"1630",5,5,2,0
"1631",4,4,1,0
"1632",2,3,1,1
"1634",4,5,1,1
"1635",4,4,1,0
"1636",5,5,1,0
"1637",5,5,1,0
"1638",5,4,2,-1
"1639",4,5,2,1
"1641",4,4,2,0
"1642",2,3,2,1
"1643",3,4,2,1
"1644",5,5,2,0
"1645",5,4,2,-1
"1648",4,5,1,1
"1649",5,5,1,0
"1650",5,5,1,0
"1651",4,3,1,-1
"1652",4,5,1,1
"1653",4,5,1,1
"1654",4,5,1,1
"1656",5,5,2,0
"1657",4,4,2,0
"1659",4,4,2,0
"1660",2,1,2,-1
"1661",5,5,2,0
"1662",5,5,2,0
"1663",3,3,2,0
"1664",5,5,1,0
"1665",5,5,1,0
"1667",3,4,1,1
"1668",3,5,1,2
"1669",3,4,1,1
"1670",3,4,1,1
"1671",2,2,2,0
"1672",5,4,2,-1
"1673",4,5,2,1
"1674",2,1,2,-1
"1675",2,4,2,2
"1676",5,5,2,0
"1677",5,5,2,0
"1678",4,4,2,0
"1679",2,5,1,3
"1680",3,3,1,0
"1681",2,4,1,2
"1682",5,5,1,0
"1683",4,5,1,1
"1684",2,4,1,2
"1686",5,5,1,0
"1687",3,5,2,2
"1688",5,5,2,0
"1689",2,3,2,1
"1690",3,1,2,-2
"1691",2,2,2,0
"1692",4,4,2,0
"1693",5,5,2,0
"1694",3,5,2,2
"1697",3,5,1,2
"1698",4,5,2,1
"1699",4,5,2,1
"1700",4,5,2,1
"1701",3,4,2,1
"1702",5,4,2,-1
"1703",5,4,2,-1
"1704",2,3,2,1
"1705",5,5,2,0
"1706",5,5,2,0
"1707",1,5,2,4
"1708",5,4,2,-1
"1709",3,3,2,0
"1710",4,4,2,0
"1711",2,4,2,2
"1712",3,5,1,2
"1713",2,4,1,2
"1715",2,1,1,-1
"1716",2,3,1,1
"1718",2,3,1,1
"1719",2,5,2,3
"1720",5,4,2,-1
"1721",5,5,2,0
"1722",4,5,2,1
"1723",3,5,2,2
"1724",2,4,1,2
"1725",3,5,1,2
"1726",2,4,1,2
"1727",1,3,1,2
"1728",3,3,1,0
"1729",4,4,1,0
"1730",3,5,1,2
"1732",5,4,2,-1
"1733",4,4,2,0
"1734",3,4,2,1
"1735",1,3,2,2
"1737",2,4,1,2
"1738",4,5,1,1
"1739",3,5,1,2
"1740",2,3,1,1
"1741",1,3,1,2
"1742",4,4,1,0
"1743",2,3,1,1
"1744",1,4,1,3
"1745",5,5,1,0
"1747",2,3,1,1
"1748",5,5,1,0
"1749",5,4,1,-1
"1750",2,4,2,2
"1752",4,4,2,0
"1753",5,5,2,0
"1754",5,5,2,0
"1755",5,5,1,0
"1756",5,5,1,0
"1757",4,4,1,0
"1758",4,5,1,1
"1759",5,4,1,-1
"1760",4,5,1,1
"1762",2,5,1,3
"1763",5,5,2,0
"1764",5,5,2,0
"1765",5,5,1,0
"1766",3,4,1,1
"1769",5,5,1,0
"1770",5,4,1,-1
"1772",5,4,1,-1
"1773",5,3,1,-2
"1774",4,5,2,1
"1775",3,4,2,1
"1776",2,2,2,0
"1777",5,4,2,-1
"1778",4,4,2,0
"1779",5,5,1,0
"1780",1,5,1,4
"1784",2,3,1,1
"1785",5,5,1,0
"1786",4,3,1,-1
"1789",5,5,2,0
"1790",5,5,2,0
"1791",2,3,2,1
"1793",4,5,2,1
"1795",3,3,2,0
"1796",2,5,1,3
"1798",3,1,1,-2
"1801",5,5,1,0
"1802",5,4,1,-1
"1803",5,5,1,0
"1804",4,4,1,0
"1805",4,4,2,0
"1806",3,5,2,2
"1807",5,5,2,0
"1808",4,4,2,0
"1809",3,3,2,0
"1810",5,5,2,0
"1811",4,5,2,1
"1813",5,5,1,0
"1814",2,3,1,1
"1815",4,5,1,1
"1816",2,5,1,3
"1818",4,5,1,1
"1819",5,5,2,0
"1820",4,4,2,0
"1821",4,5,2,1
"1824",5,5,1,0
"1825",5,5,1,0
"1826",3,3,1,0
"1829",5,5,1,0
"1830",5,4,1,-1
"1831",5,3,1,-2
"1837",5,5,2,0
"1838",2,3,2,1
"1839",3,4,2,1
"1840",5,5,2,0
"1841",4,4,2,0
"1842",5,5,1,0
"1845",4,5,1,1
"1846",4,3,1,-1
"1847",2,4,1,2
"1848",3,5,1,2
"1849",3,2,1,-1
"1850",5,5,1,0
"1851",5,5,1,0
"1852",4,5,1,1
"1853",3,4,1,1
"1854",2,5,1,3
"1857",5,5,2,0
"1859",5,5,2,0
"1860",5,3,2,-2
"1862",2,3,2,1
"1863",5,5,2,0
"1864",3,3,2,0
"1865",5,5,2,0
"1866",4,5,2,1
"1868",5,5,1,0
"1869",3,4,1,1
"1870",5,5,1,0
"1871",3,4,1,1
"1872",3,5,1,2
"1873",3,4,1,1
"1874",2,5,2,3
"1875",4,4,2,0
"1876",4,5,2,1
"1877",5,4,2,-1
"1879",2,3,2,1
"1880",4,4,1,0
"1881",5,5,1,0
"1882",5,5,1,0
"1883",5,5,1,0
"1884",3,3,1,0
"1885",3,2,2,-1
"1886",3,4,2,1
"1887",2,4,2,2
"1888",3,3,2,0
"1889",2,4,2,2
"1890",4,5,1,1
"1891",3,3,1,0
"1892",5,5,1,0
"1893",2,4,1,2
"1894",5,5,1,0
"1895",2,3,1,1
"1896",4,4,1,0
"1897",4,4,2,0
"1898",5,4,2,-1
"1899",3,5,1,2
"1901",1,5,1,4
"1902",5,4,1,-1
"1903",5,5,1,0
"1904",4,4,1,0
"1905",2,3,1,1
"1906",3,3,1,0
"1907",4,4,1,0
"1908",3,4,1,1
"1909",3,4,2,1
"1910",4,5,2,1
"1912",2,4,2,2
"1913",5,4,2,-1
"1914",4,5,2,1
"1917",5,4,1,-1
"1918",5,5,1,0
"1919",2,5,1,3
"1920",4,4,1,0
"1922",3,4,1,1
"1923",3,5,1,2
"1924",5,5,1,0
"1925",5,4,1,-1
"1926",3,5,2,2
"1927",3,4,2,1
"1928",3,4,2,1
"1929",4,4,2,0
"1930",3,4,2,1
"1931",2,3,2,1
"1933",4,5,1,1
"1934",1,5,1,4
"1935",4,5,1,1
"1936",1,3,1,2
"1937",2,5,1,3
"1938",3,5,1,2
"1939",3,4,1,1
"1940",3,5,1,2
"1941",5,5,1,0
"1942",4,3,2,-1
"1943",2,3,2,1
"1944",2,4,2,2
"1946",3,4,2,1
"1947",5,3,2,-2
"1948",5,4,2,-1
"1949",5,5,1,0
"1950",3,5,1,2
"1951",5,5,1,0
"1952",5,5,1,0
"1953",2,4,1,2
"1954",4,5,1,1
"1955",1,3,1,2
"1956",2,5,1,3
"1957",5,5,1,0
"1958",3,4,1,1
"1959",3,3,1,0
"1960",3,5,1,2
"1961",1,2,2,1
"1962",4,4,2,0
"1963",2,4,2,2
"1964",4,3,2,-1
"1965",5,4,2,-1
"1966",4,4,2,0
"1967",5,4,2,-1
"1968",3,2,2,-1
"1969",2,2,2,0
"1970",3,5,2,2
"1971",3,5,2,2
"1972",4,4,2,0
"1973",4,5,2,1
"1974",3,3,2,0
"1975",2,4,1,2
"1976",4,5,2,1
"1977",4,4,2,0
"1978",4,5,2,1
"1979",5,5,2,0
"1980",5,3,2,-2
"1982",4,5,1,1
"1984",4,4,1,0
"1987",2,2,2,0
"1988",2,4,2,2
"1989",3,4,2,1
"1990",4,4,2,0
"1991",5,4,2,-1
"1992",4,5,2,1
"1993",4,4,2,0
"1994",4,5,2,1
"1995",2,4,1,2
"1997",2,4,1,2
"1998",1,3,2,2
"1999",3,5,2,2
"2000",3,5,2,2
"2001",2,2,2,0
"2003",3,3,1,0
"2004",4,4,1,0
"2005",3,4,2,1
"2006",4,4,2,0
"2007",4,5,2,1
"2008",1,5,2,4
"2011",4,5,1,1
"2012",3,3,2,0
